MANDT,MATNR,SPRAS,MAKTX,MAKTG
100,MAT0000452,E,Distributed impactful secured line,DISTRIBUTED IMPACTFUL SECURED LINE
100,MAT0000433,D,Assimilated 5thgeneration emulation   ,ASSIMILATED 5THGENERATION EMULATION
100,MAT0000979,P,Le droit de louer avant-tout   ,LE DROIT DE LOUER AVANT-TOUT
100,MAT0001248,D,O prazer de avançar mais rapidamente,O PRAZER DE AVANÇAR MAIS RAPIDAMENTE
100,MAT0001931,E,Re-engineered context-sensitive solution,RE-ENGINEERED CONTEXT-SENSITIVE SOLUTION
100,MAT0000218,E,Managed bandwidth-monitored software,MANAGED BANDWIDTH-MONITORED SOFTWARE
100,MAT0000425,P,Optimized non-volatile forecast   ,OPTIMIZED NON-VOLATILE FORECAST
100,MAT0000239,E,Le confort d'avancer naturellement,LE CONFORT D'AVANCER NATURELLEMENT
100,MAT0000272,J,A simplicidade de inovar de maneira efic   ,A SIMPLICIDADE DE INOVAR DE MANEIRA EFIC
100,MAT0001210,P,Configurable mobile Graphical User Inter   ,CONFIGURABLE MOBILE GRAPHICAL USER INTER
100,MAT0000858,E,Triple-buffered static budgetary managem,TRIPLE-BUFFERED STATIC BUDGETARY MANAGEM
100,MAT0000753,J,Horizontal analyzing circuit,HORIZONTAL ANALYZING CIRCUIT
100,MAT0000930,D,Switchable value-added support   ,SWITCHABLE VALUE-ADDED SUPPORT
100,MAT0001565,D,Function-based systematic alliance   ,FUNCTION-BASED SYSTEMATIC ALLIANCE
100,MAT0000285,D,Decentralized attitude-oriented hierarch,DECENTRALIZED ATTITUDE-ORIENTED HIERARCH
100,MAT0000411,P,A vantagem de conseguir com confiança   ,A VANTAGEM DE CONSEGUIR COM CONFIANÇA
100,MAT0000426,E,Implemented holistic productivity,IMPLEMENTED HOLISTIC PRODUCTIVITY
100,MAT0000365,F,A vantagem de atingir seus objetivos em ,A VANTAGEM DE ATINGIR SEUS OBJETIVOS EM
100,MAT0001882,E,Digitized foreground adapter,DIGITIZED FOREGROUND ADAPTER
100,MAT0001548,E,Reduced radical installation,REDUCED RADICAL INSTALLATION
100,MAT0001384,D,Optimized 24hour standardization,OPTIMIZED 24HOUR STANDARDIZATION
100,MAT0000868,D,O direito de avançar em estado puro,O DIREITO DE AVANÇAR EM ESTADO PURO
100,MAT0000683,D,O prazer de evoluir antes de tudo   ,O PRAZER DE EVOLUIR ANTES DE TUDO
100,MAT0001943,J,A arte de realizar seus sonhos sem preoc,A ARTE DE REALIZAR SEUS SONHOS SEM PREOC
100,MAT0001135,D,O conforto de evoluir direto da fonte   ,O CONFORTO DE EVOLUIR DIRETO DA FONTE
100,MAT0001320,P,Le confort de rouler sans soucis,LE CONFORT DE ROULER SANS SOUCIS
100,MAT0000824,J,Implemented bifurcated toolset   ,IMPLEMENTED BIFURCATED TOOLSET
100,MAT0000996,P,Triple-buffered holistic archive,TRIPLE-BUFFERED HOLISTIC ARCHIVE
100,MAT0001539,J,Quality-focused value-added workforce,QUALITY-FOCUSED VALUE-ADDED WORKFORCE
100,MAT0000187,E,Profound neutral conglomeration   ,PROFOUND NEUTRAL CONGLOMERATION
100,MAT0001650,E,A liberdade de concretizar seus projetos,A LIBERDADE DE CONCRETIZAR SEUS PROJETOS
100,MAT0000549,P,O direito de ganhar mais facilmente,O DIREITO DE GANHAR MAIS FACILMENTE
100,MAT0001791,E,Compatible explicit policy,COMPATIBLE EXPLICIT POLICY
100,MAT0001473,E,A arte de avançar direto da fonte,A ARTE DE AVANÇAR DIRETO DA FONTE
100,MAT0000477,D,O poder de mudar antes de tudo,O PODER DE MUDAR ANTES DE TUDO
100,MAT0001057,F,La liberté d'évoluer de manière sûre,LA LIBERTÉ D'ÉVOLUER DE MANIÈRE SÛRE
100,MAT0000235,D,Quality-focused bi-directional secured l   ,QUALITY-FOCUSED BI-DIRECTIONAL SECURED L
100,MAT0000093,J,O poder de evoluir antes de tudo,O PODER DE EVOLUIR ANTES DE TUDO
100,MAT0001825,D,Le plaisir de louer sans soucis   ,LE PLAISIR DE LOUER SANS SOUCIS
100,MAT0000931,F,Ergonomic explicit capacity,ERGONOMIC EXPLICIT CAPACITY
100,MAT0000741,D,Right-sized systematic toolset,RIGHT-SIZED SYSTEMATIC TOOLSET
100,MAT0001765,F,Profit-focused intermediate flexibility,PROFIT-FOCUSED INTERMEDIATE FLEXIBILITY
100,MAT0000797,J,Le pouvoir d'avancer de manière efficace,LE POUVOIR D'AVANCER DE MANIÈRE EFFICACE
100,MAT0001291,D,Seamless grid-enabled project,SEAMLESS GRID-ENABLED PROJECT
100,MAT0001682,P,Automated systemic forecast   ,AUTOMATED SYSTEMIC FORECAST
100,MAT0001891,D,Right-sized stable intranet,RIGHT-SIZED STABLE INTRANET
100,MAT0001664,F,Le droit d'évoluer plus rapidement,LE DROIT D'ÉVOLUER PLUS RAPIDEMENT
100,MAT0000770,P,O direito de evoluir mais rapidamente,O DIREITO DE EVOLUIR MAIS RAPIDAMENTE
100,MAT0001729,E,Intuitive optimizing structure   ,INTUITIVE OPTIMIZING STRUCTURE
100,MAT0000352,E,Customizable leadingedge solution,CUSTOMIZABLE LEADINGEDGE SOLUTION
100,MAT0000353,F,Seamless secondary customer loyalty,SEAMLESS SECONDARY CUSTOMER LOYALTY
100,MAT0000539,D,Operative responsive complexity,OPERATIVE RESPONSIVE COMPLEXITY
100,MAT0000386,E,Focused composite database,FOCUSED COMPOSITE DATABASE
100,MAT0000373,D,Multi-layered multimedia contingency,MULTI-LAYERED MULTIMEDIA CONTINGENCY
100,MAT0001873,J,La liberté d'évoluer autrement,LA LIBERTÉ D'ÉVOLUER AUTREMENT
100,MAT0000912,D,Assimilated system-worthy flexibility   ,ASSIMILATED SYSTEM-WORTHY FLEXIBILITY
100,MAT0000858,J,Optional background infrastructure,OPTIONAL BACKGROUND INFRASTRUCTURE
100,MAT0001892,P,Le pouvoir de concrétiser vos projets au   ,LE POUVOIR DE CONCRÉTISER VOS PROJETS AU
100,MAT0001064,J,Networked discrete frame   ,NETWORKED DISCRETE FRAME
100,MAT0001677,D,Ergonomic empowering initiative,ERGONOMIC EMPOWERING INITIATIVE
100,MAT0001662,F,A arte de avançar com confiança,A ARTE DE AVANÇAR COM CONFIANÇA
100,MAT0000070,D,Le droit de louer autrement,LE DROIT DE LOUER AUTREMENT
100,MAT0001309,D,Extended methodical strategy   ,EXTENDED METHODICAL STRATEGY
100,MAT0000198,P,Visionary high-level circuit   ,VISIONARY HIGH-LEVEL CIRCUIT
100,MAT0000690,E,Mandatory exuding model,MANDATORY EXUDING MODEL
100,MAT0001845,F,Polarized transitional archive,POLARIZED TRANSITIONAL ARCHIVE
100,MAT0000849,F,Monitored coherent access,MONITORED COHERENT ACCESS
100,MAT0001965,J,A certeza de conseguir simplesmente,A CERTEZA DE CONSEGUIR SIMPLESMENTE
100,MAT0001789,F,O prazer de inovar com força total,O PRAZER DE INOVAR COM FORÇA TOTAL
100,MAT0001723,P,Fully-configurable explicit hierarchy,FULLY-CONFIGURABLE EXPLICIT HIERARCHY
100,MAT0000568,D,O conforto de atingir seus objetivos mai,O CONFORTO DE ATINGIR SEUS OBJETIVOS MAI
100,MAT0001185,E,Extended intermediate attitude,EXTENDED INTERMEDIATE ATTITUDE
100,MAT0001175,J,Pre-emptive zero tolerance policy,PRE-EMPTIVE ZERO TOLERANCE POLICY
100,MAT0000541,E,Le confort d'innover à la pointe,LE CONFORT D'INNOVER À LA POINTE
100,MAT0001242,E,A arte de conseguir com confiança,A ARTE DE CONSEGUIR COM CONFIANÇA
100,MAT0000270,J,A certeza de evoluir com confiança,A CERTEZA DE EVOLUIR COM CONFIANÇA
100,MAT0000685,F,A vantagem de evoluir direto da fonte,A VANTAGEM DE EVOLUIR DIRETO DA FONTE
100,MAT0001480,J,Operative bottom-line support   ,OPERATIVE BOTTOM-LINE SUPPORT
100,MAT0001867,F,Inverse holistic pricing structure,INVERSE HOLISTIC PRICING STRUCTURE
100,MAT0001243,D,Customizable composite database,CUSTOMIZABLE COMPOSITE DATABASE
100,MAT0000458,D,A vantagem de mudar com confiança,A VANTAGEM DE MUDAR COM CONFIANÇA
100,MAT0001335,F,De-engineered heuristic methodology,DE-ENGINEERED HEURISTIC METHODOLOGY
100,MAT0000381,D,A possibilidade de mudar com confiança,A POSSIBILIDADE DE MUDAR COM CONFIANÇA
100,MAT0000591,E,Le pouvoir de changer de manière sûre,LE POUVOIR DE CHANGER DE MANIÈRE SÛRE
100,MAT0001217,J,Le droit d'évoluer naturellement,LE DROIT D'ÉVOLUER NATURELLEMENT
100,MAT0000601,E,Universal radical definition   ,UNIVERSAL RADICAL DEFINITION
100,MAT0001503,E,A simplicidade de ganhar simplesmente,A SIMPLICIDADE DE GANHAR SIMPLESMENTE
100,MAT0000634,D,O poder de ganhar de maneira eficaz,O PODER DE GANHAR DE MANEIRA EFICAZ
100,MAT0001362,F,Le confort d'atteindre vos buts à sa sou,LE CONFORT D'ATTEINDRE VOS BUTS À SA SOU
100,MAT0001324,P,A liberdade de conseguir mais facilmente,A LIBERDADE DE CONSEGUIR MAIS FACILMENTE
100,MAT0000473,D,La liberté d'atteindre vos buts de maniè,LA LIBERTÉ D'ATTEINDRE VOS BUTS DE MANIÈ
100,MAT0000137,J,Decentralized optimal implementation,DECENTRALIZED OPTIMAL IMPLEMENTATION
100,MAT0001265,D,Persevering value-added process improvem,PERSEVERING VALUE-ADDED PROCESS IMPROVEM
100,MAT0001820,J,Innovative dedicated flexibility,INNOVATIVE DEDICATED FLEXIBILITY
100,MAT0001836,D,L'avantage d'avancer plus rapidement,L'AVANTAGE D'AVANCER PLUS RAPIDEMENT
100,MAT0001176,J,Multi-layered needs-based attitude,MULTI-LAYERED NEEDS-BASED ATTITUDE
100,MAT0000320,P,Right-sized 6thgeneration array,RIGHT-SIZED 6THGENERATION ARRAY
100,MAT0001017,F,Innovative transitional projection,INNOVATIVE TRANSITIONAL PROJECTION
100,MAT0001164,J,Pre-emptive analyzing superstructure,PRE-EMPTIVE ANALYZING SUPERSTRUCTURE
100,MAT0000904,D,Advanced reciprocal circuit,ADVANCED RECIPROCAL CIRCUIT
100,MAT0001616,F,Advanced 3rdgeneration algorithm   ,ADVANCED 3RDGENERATION ALGORITHM
100,MAT0000107,P,Reduced contextually-based core,REDUCED CONTEXTUALLY-BASED CORE
100,MAT0001918,F,Streamlined motivating moderator,STREAMLINED MOTIVATING MODERATOR
100,MAT0001825,P,L'art d'évoluer plus facilement,L'ART D'ÉVOLUER PLUS FACILEMENT
100,MAT0001418,P,A certeza de atingir seus objetivos de m,A CERTEZA DE ATINGIR SEUS OBJETIVOS DE M
100,MAT0000584,J,Programmable upward-trending adapter,PROGRAMMABLE UPWARD-TRENDING ADAPTER
100,MAT0001856,E,Robust motivating flexibility,ROBUST MOTIVATING FLEXIBILITY
100,MAT0001595,P,Sharable reciprocal adapter,SHARABLE RECIPROCAL ADAPTER
100,MAT0000765,E,L'art d'atteindre vos buts en toute tran,L'ART D'ATTEINDRE VOS BUTS EN TOUTE TRAN
100,MAT0001262,J,Centralized asymmetric alliance   ,CENTRALIZED ASYMMETRIC ALLIANCE
100,MAT0000333,D,Fully-configurable demand-driven model,FULLY-CONFIGURABLE DEMAND-DRIVEN MODEL
100,MAT0001604,E,L'art de changer à l'état pur,L'ART DE CHANGER À L'ÉTAT PUR
100,MAT0001013,D,Quality-focused holistic toolset,QUALITY-FOCUSED HOLISTIC TOOLSET
100,MAT0001405,E,Programmable object-oriented workforce,PROGRAMMABLE OBJECT-ORIENTED WORKFORCE
100,MAT0000376,F,Ergonomic responsive implementation   ,ERGONOMIC RESPONSIVE IMPLEMENTATION
100,MAT0001955,D,O poder de ganhar em estado puro,O PODER DE GANHAR EM ESTADO PURO
100,MAT0000608,D,L'avantage d'innover sans soucis   ,L'AVANTAGE D'INNOVER SANS SOUCIS
100,MAT0001779,J,L'assurance de louer de manière efficace,L'ASSURANCE DE LOUER DE MANIÈRE EFFICACE
100,MAT0001262,F,Grass-roots content-based focus group,GRASS-ROOTS CONTENT-BASED FOCUS GROUP
100,MAT0000192,E,Networked fault-tolerant toolset,NETWORKED FAULT-TOLERANT TOOLSET
100,MAT0001817,F,Enhanced incremental adapter,ENHANCED INCREMENTAL ADAPTER
100,MAT0001762,D,O prazer de atingir seus objetivos com f,O PRAZER DE ATINGIR SEUS OBJETIVOS COM F
100,MAT0001176,E,Function-based discrete software,FUNCTION-BASED DISCRETE SOFTWARE
100,MAT0001326,P,Focused asynchronous alliance,FOCUSED ASYNCHRONOUS ALLIANCE
100,MAT0000512,F,Organized web-enabled protocol,ORGANIZED WEB-ENABLED PROTOCOL
100,MAT0000594,F,De-engineered human-resource hardware   ,DE-ENGINEERED HUMAN-RESOURCE HARDWARE
100,MAT0001144,J,A liberdade de conseguir antes de tudo,A LIBERDADE DE CONSEGUIR ANTES DE TUDO
100,MAT0000758,F,Adaptive zero administration challenge,ADAPTIVE ZERO ADMINISTRATION CHALLENGE
100,MAT0001364,D,Seamless solution-oriented definition,SEAMLESS SOLUTION-ORIENTED DEFINITION
100,MAT0000325,F,A vantagem de ganhar simplesmente   ,A VANTAGEM DE GANHAR SIMPLESMENTE
100,MAT0001437,D,Expanded 3rdgeneration adapter,EXPANDED 3RDGENERATION ADAPTER
100,MAT0000603,P,Optimized 3rdgeneration service-desk   ,OPTIMIZED 3RDGENERATION SERVICE-DESK
100,MAT0000679,E,Digitized user-facing extranet,DIGITIZED USER-FACING EXTRANET
100,MAT0000286,J,L'art de rouler avant-tout,L'ART DE ROULER AVANT-TOUT
100,MAT0000432,J,A possibilidade de ganhar naturalmente   ,A POSSIBILIDADE DE GANHAR NATURALMENTE
100,MAT0001395,D,A simplicidade de atingir seus objetivos,A SIMPLICIDADE DE ATINGIR SEUS OBJETIVOS
100,MAT0001332,P,A certeza de evoluir antes de tudo   ,A CERTEZA DE EVOLUIR ANTES DE TUDO
100,MAT0001565,E,O prazer de ganhar com força total,O PRAZER DE GANHAR COM FORÇA TOTAL
100,MAT0000689,E,Ameliorated bi-directional superstructur   ,AMELIORATED BI-DIRECTIONAL SUPERSTRUCTUR
100,MAT0001683,E,Reverse-engineered composite circuit,REVERSE-ENGINEERED COMPOSITE CIRCUIT
100,MAT0001673,J,Extended homogeneous hardware,EXTENDED HOMOGENEOUS HARDWARE
100,MAT0000279,P,Vision-oriented discrete knowledgebase,VISION-ORIENTED DISCRETE KNOWLEDGEBASE
100,MAT0000195,E,Le plaisir d'avancer à sa source,LE PLAISIR D'AVANCER À SA SOURCE
100,MAT0001025,P,La possibilité d'atteindre vos buts plus,LA POSSIBILITÉ D'ATTEINDRE VOS BUTS PLUS
100,MAT0001176,E,Versatile object-oriented moratorium,VERSATILE OBJECT-ORIENTED MORATORIUM
100,MAT0000467,E,A possibilidade de ganhar de maneira efi,A POSSIBILIDADE DE GANHAR DE MANEIRA EFI
100,MAT0000235,P,User-friendly bandwidth-monitored hierar,USER-FRIENDLY BANDWIDTH-MONITORED HIERAR
100,MAT0000299,F,Focused grid-enabled Internet solution,FOCUSED GRID-ENABLED INTERNET SOLUTION
100,MAT0000186,F,Multi-layered client-driven framework,MULTI-LAYERED CLIENT-DRIVEN FRAMEWORK
100,MAT0000927,J,Fundamental hybrid intranet,FUNDAMENTAL HYBRID INTRANET
100,MAT0000619,E,Switchable empowering paradigm,SWITCHABLE EMPOWERING PARADIGM
100,MAT0001053,F,Synergized leadingedge adapter,SYNERGIZED LEADINGEDGE ADAPTER
100,MAT0000201,F,Decentralized system-worthy throughput,DECENTRALIZED SYSTEM-WORTHY THROUGHPUT
100,MAT0001124,F,Balanced radical firmware,BALANCED RADICAL FIRMWARE
100,MAT0000873,D,Implemented systemic success,IMPLEMENTED SYSTEMIC SUCCESS
100,MAT0001130,P,Programmable multi-tasking utilization,PROGRAMMABLE MULTI-TASKING UTILIZATION
100,MAT0000096,J,O direito de conseguir com confiança,O DIREITO DE CONSEGUIR COM CONFIANÇA
100,MAT0001166,J,La possibilité d'atteindre vos buts à sa,LA POSSIBILITÉ D'ATTEINDRE VOS BUTS À SA
100,MAT0000682,E,Le plaisir d'avancer à sa source,LE PLAISIR D'AVANCER À SA SOURCE
100,MAT0000943,D,Multi-channeled asymmetric frame,MULTI-CHANNELED ASYMMETRIC FRAME
100,MAT0000682,J,L'art de louer avant-tout,L'ART DE LOUER AVANT-TOUT
100,MAT0000141,E,Public-key encompassing application   ,PUBLIC-KEY ENCOMPASSING APPLICATION
100,MAT0000928,F,A arte de ganhar direto da fonte,A ARTE DE GANHAR DIRETO DA FONTE
100,MAT0000375,P,De-engineered composite implementation   ,DE-ENGINEERED COMPOSITE IMPLEMENTATION
100,MAT0001078,D,Stand-alone client-server pricing struct,STAND-ALONE CLIENT-SERVER PRICING STRUCT
100,MAT0001056,F,O poder de ganhar em estado puro,O PODER DE GANHAR EM ESTADO PURO
100,MAT0000544,F,Cross-platform encompassing open system,CROSS-PLATFORM ENCOMPASSING OPEN SYSTEM
100,MAT0001314,P,Focused asymmetric model,FOCUSED ASYMMETRIC MODEL
100,MAT0000495,P,Versatile non-volatile interface,VERSATILE NON-VOLATILE INTERFACE
100,MAT0001816,E,Monitored foreground portal,MONITORED FOREGROUND PORTAL
100,MAT0000377,P,O poder de realizar seus sonhos com conf,O PODER DE REALIZAR SEUS SONHOS COM CONF
100,MAT0001389,E,Balanced bi-directional neural-net,BALANCED BI-DIRECTIONAL NEURAL-NET
100,MAT0001147,J,Versatile client-server functionalities   ,VERSATILE CLIENT-SERVER FUNCTIONALITIES
100,MAT0000838,J,Quality-focused demand-driven hub,QUALITY-FOCUSED DEMAND-DRIVEN HUB
100,MAT0000517,F,Total neutral hub,TOTAL NEUTRAL HUB
100,MAT0001259,J,Secured object-oriented access   ,SECURED OBJECT-ORIENTED ACCESS
100,MAT0001734,J,Cross-group even-keeled solution   ,CROSS-GROUP EVEN-KEELED SOLUTION
100,MAT0000249,E,Reverse-engineered radical budgetary man   ,REVERSE-ENGINEERED RADICAL BUDGETARY MAN
100,MAT0001126,P,Configurable methodical help-desk,CONFIGURABLE METHODICAL HELP-DESK
100,MAT0000573,F,Digitized zero-defect concept   ,DIGITIZED ZERO-DEFECT CONCEPT
100,MAT0001126,F,A arte de inovar em estado puro,A ARTE DE INOVAR EM ESTADO PURO
100,MAT0001069,E,Digitized static application,DIGITIZED STATIC APPLICATION
100,MAT0000270,F,Compatible local frame   ,COMPATIBLE LOCAL FRAME
100,MAT0000003,F,Pre-emptive didactic framework,PRE-EMPTIVE DIDACTIC FRAMEWORK
100,MAT0000151,D,O conforto de mudar direto da fonte,O CONFORTO DE MUDAR DIRETO DA FONTE
100,MAT0000789,D,User-friendly analyzing success,USER-FRIENDLY ANALYZING SUCCESS
100,MAT0001953,F,A possibilidade de conseguir com força t   ,A POSSIBILIDADE DE CONSEGUIR COM FORÇA T
100,MAT0001167,D,Configurable well-modulated approach,CONFIGURABLE WELL-MODULATED APPROACH
100,MAT0001909,J,Adaptive multimedia interface,ADAPTIVE MULTIMEDIA INTERFACE
100,MAT0001802,J,Le confort de changer de manière sûre,LE CONFORT DE CHANGER DE MANIÈRE SÛRE
100,MAT0000298,E,A simplicidade de evoluir de maneira efi,A SIMPLICIDADE DE EVOLUIR DE MANEIRA EFI
100,MAT0000253,P,Advanced national protocol,ADVANCED NATIONAL PROTOCOL
100,MAT0001545,F,Re-contextualized didactic paradigm   ,RE-CONTEXTUALIZED DIDACTIC PARADIGM
100,MAT0000073,F,Ameliorated methodical adapter,AMELIORATED METHODICAL ADAPTER
100,MAT0000726,F,Reduced global Local Area Network,REDUCED GLOBAL LOCAL AREA NETWORK
100,MAT0001053,J,Innovative 24/7 standardization,INNOVATIVE 24/7 STANDARDIZATION
100,MAT0000996,D,Networked bottom-line challenge,NETWORKED BOTTOM-LINE CHALLENGE
100,MAT0001138,D,Streamlined explicit analyzer,STREAMLINED EXPLICIT ANALYZER
100,MAT0000486,P,Monitored multi-tasking utilization,MONITORED MULTI-TASKING UTILIZATION
100,MAT0001629,P,Devolved homogeneous installation,DEVOLVED HOMOGENEOUS INSTALLATION
100,MAT0001132,P,Innovative fresh-thinking Graphic Interf,INNOVATIVE FRESH-THINKING GRAPHIC INTERF
100,MAT0000375,J,Quality-focused methodical knowledge use   ,QUALITY-FOCUSED METHODICAL KNOWLEDGE USE
100,MAT0000052,E,Extended content-based forecast,EXTENDED CONTENT-BASED FORECAST
100,MAT0001885,J,Balanced radical productivity,BALANCED RADICAL PRODUCTIVITY
100,MAT0000550,E,Devolved optimal migration,DEVOLVED OPTIMAL MIGRATION
100,MAT0000892,P,O conforto de evoluir de maneira eficaz,O CONFORTO DE EVOLUIR DE MANEIRA EFICAZ
100,MAT0000555,P,A arte de ganhar direto da fonte,A ARTE DE GANHAR DIRETO DA FONTE
100,MAT0001615,P,Upgradable asynchronous Local Area Netwo,UPGRADABLE ASYNCHRONOUS LOCAL AREA NETWO
100,MAT0000678,P,Reverse-engineered methodical migration,REVERSE-ENGINEERED METHODICAL MIGRATION
100,MAT0000715,F,Fully-configurable 3rdgeneration applica,FULLY-CONFIGURABLE 3RDGENERATION APPLICA
100,MAT0001525,P,Le droit d'avancer à l'état pur,LE DROIT D'AVANCER À L'ÉTAT PUR
100,MAT0001279,E,A simplicidade de inovar sem preocupação,A SIMPLICIDADE DE INOVAR SEM PREOCUPAÇÃO
100,MAT0000648,F,Re-engineered stable knowledge user,RE-ENGINEERED STABLE KNOWLEDGE USER
100,MAT0001222,J,Le pouvoir de changer à l'état pur,LE POUVOIR DE CHANGER À L'ÉTAT PUR
100,MAT0001371,E,Versatile 24/7 artificial intelligence,VERSATILE 24/7 ARTIFICIAL INTELLIGENCE
100,MAT0001460,F,Virtual encompassing initiative,VIRTUAL ENCOMPASSING INITIATIVE
100,MAT0000923,E,Persevering real-time intranet,PERSEVERING REAL-TIME INTRANET
100,MAT0000033,F,Distributed bottom-line alliance   ,DISTRIBUTED BOTTOM-LINE ALLIANCE
100,MAT0000471,E,O poder de conseguir mais rapidamente   ,O PODER DE CONSEGUIR MAIS RAPIDAMENTE
100,MAT0000436,D,Advanced radical benchmark,ADVANCED RADICAL BENCHMARK
100,MAT0000364,J,Future-proofed eco-centric benchmark,FUTURE-PROOFED ECO-CENTRIC BENCHMARK
100,MAT0001381,F,A arte de atingir seus objetivos em esta,A ARTE DE ATINGIR SEUS OBJETIVOS EM ESTA
100,MAT0001466,F,Integrated 24/7 matrix,INTEGRATED 24/7 MATRIX
100,MAT0001841,E,O direito de concretizar seus projetos d,O DIREITO DE CONCRETIZAR SEUS PROJETOS D
100,MAT0001776,J,Balanced contextually-based definition,BALANCED CONTEXTUALLY-BASED DEFINITION
100,MAT0001302,F,A simplicidade de atingir seus objetivos   ,A SIMPLICIDADE DE ATINGIR SEUS OBJETIVOS
100,MAT0000800,P,A certeza de concretizar seus projetos e,A CERTEZA DE CONCRETIZAR SEUS PROJETOS E
100,MAT0000208,J,A possibilidade de avançar com confiança,A POSSIBILIDADE DE AVANÇAR COM CONFIANÇA
100,MAT0000552,J,Secured local ability   ,SECURED LOCAL ABILITY
100,MAT0001546,E,Fully-configurable human-resource workfo,FULLY-CONFIGURABLE HUMAN-RESOURCE WORKFO
100,MZ-FG-C950,E,Persevering human-resource monitoring,PERSEVERING HUMAN-RESOURCE MONITORING
100,MAT0001356,D,Optimized 3rdgeneration core,OPTIMIZED 3RDGENERATION CORE
100,MAT0001405,J,Multi-layered stable info-mediaries,MULTI-LAYERED STABLE INFO-MEDIARIES
100,MAT0001178,F,Switchable contextually-based extranet,SWITCHABLE CONTEXTUALLY-BASED EXTRANET
100,MAT0001942,D,Integrated 4thgeneration array,INTEGRATED 4THGENERATION ARRAY
100,MAT0000009,P,L'avantage d'innover à la pointe,L'AVANTAGE D'INNOVER À LA POINTE
100,MAT0001900,F,Stand-alone optimal hierarchy   ,STAND-ALONE OPTIMAL HIERARCHY
100,MAT0000319,J,Integrated bi-directional matrices,INTEGRATED BI-DIRECTIONAL MATRICES
100,MAT0001386,F,O conforto de realizar seus sonhos diret,O CONFORTO DE REALIZAR SEUS SONHOS DIRET
100,MAT0000325,P,Object-based analyzing product,OBJECT-BASED ANALYZING PRODUCT
100,MAT0000416,P,O poder de conseguir com força total,O PODER DE CONSEGUIR COM FORÇA TOTAL
100,MAT0000546,F,Realigned interactive structure,REALIGNED INTERACTIVE STRUCTURE
100,MAT0001451,E,O prazer de mudar mais facilmente   ,O PRAZER DE MUDAR MAIS FACILMENTE
100,MAT0001691,E,A vantagem de inovar mais rapidamente,A VANTAGEM DE INOVAR MAIS RAPIDAMENTE
100,MAT0001702,E,Inverse next generation protocol,INVERSE NEXT GENERATION PROTOCOL
100,MAT0000990,E,Streamlined content-based flexibility,STREAMLINED CONTENT-BASED FLEXIBILITY
100,MAT0000401,P,Function-based zero-defect functionaliti,FUNCTION-BASED ZERO-DEFECT FUNCTIONALITI
100,MAT0001941,P,Devolved logistical monitoring,DEVOLVED LOGISTICAL MONITORING
100,MAT0001423,J,Mandatory disintermediate data-warehouse,MANDATORY DISINTERMEDIATE DATA-WAREHOUSE
100,MAT0001010,E,A segurança de concretizar seus projetos,A SEGURANÇA DE CONCRETIZAR SEUS PROJETOS
100,MAT0000063,F,L'avantage d'atteindre vos buts autremen   ,L'AVANTAGE D'ATTEINDRE VOS BUTS AUTREMEN
100,MAT0001869,J,Phased full-range migration,PHASED FULL-RANGE MIGRATION
100,MAT0001323,E,O prazer de ganhar de maneira eficaz,O PRAZER DE GANHAR DE MANEIRA EFICAZ
100,MAT0001917,D,Universal zero administration time-frame,UNIVERSAL ZERO ADMINISTRATION TIME-FRAME
100,MAT0000013,F,L'avantage de rouler avant-tout,L'AVANTAGE DE ROULER AVANT-TOUT
100,MAT0001535,F,L'avantage d'atteindre vos buts plus fac,L'AVANTAGE D'ATTEINDRE VOS BUTS PLUS FAC
100,MAT0001102,J,A certeza de evoluir com confiança,A CERTEZA DE EVOLUIR COM CONFIANÇA
100,MAT0001808,E,Centralized value-added ability,CENTRALIZED VALUE-ADDED ABILITY
100,MZ-TG-A20,E,Open-architected zero tolerance toolset,OPEN-ARCHITECTED ZERO TOLERANCE TOOLSET
100,MAT0001778,E,A possibilidade de realizar seus sonhos    ,A POSSIBILIDADE DE REALIZAR SEUS SONHOS
100,MAT0000546,J,Operative transitional model,OPERATIVE TRANSITIONAL MODEL
100,MAT0000780,F,A possibilidade de concretizar seus proj,A POSSIBILIDADE DE CONCRETIZAR SEUS PROJ
100,MAT0001599,E,Cloned didactic Local Area Network,CLONED DIDACTIC LOCAL AREA NETWORK
100,MAT0001109,E,Multi-lateral object-oriented orchestrat   ,MULTI-LATERAL OBJECT-ORIENTED ORCHESTRAT
100,MAT0001594,P,Synergistic encompassing complexity   ,SYNERGISTIC ENCOMPASSING COMPLEXITY
100,MAT0001638,J,Quality-focused incremental Graphical Us,QUALITY-FOCUSED INCREMENTAL GRAPHICAL US
100,MAT0000082,J,Multi-lateral bandwidth-monitored core,MULTI-LATERAL BANDWIDTH-MONITORED CORE
100,MAT0001785,F,A possibilidade de avançar simplesmente,A POSSIBILIDADE DE AVANÇAR SIMPLESMENTE
100,MAT0001867,J,Versatile secondary parallelism,VERSATILE SECONDARY PARALLELISM
100,MAT0000987,D,A segurança de atingir seus objetivos de,A SEGURANÇA DE ATINGIR SEUS OBJETIVOS DE
100,MAT0001132,E,Progressive modular strategy,PROGRESSIVE MODULAR STRATEGY
100,MAT0000310,J,L'avantage de louer avant-tout,L'AVANTAGE DE LOUER AVANT-TOUT
100,MZ-TG-A20,D,Cross-group zero tolerance capability,CROSS-GROUP ZERO TOLERANCE CAPABILITY
